departamento,provincia,distrito,dist_code,dept_code,prov_code,pct_actas,actas_contabilizadas,total_actas,votos_Fujimori,pct_Fujimori,votos_Lopez_Aliaga,pct_Lopez_Aliaga,votos_Nieto,pct_Nieto,votos_Belmont,pct_Belmont,votos_Sanchez,pct_Sanchez,type
Ayacucho,La Mar,Samugari,050409,050000,050400,100,22,22,237,8.691,36,1.32,39,1.43,447,16.392,1315,48.221,domestic
Ayacucho,La Mar,Anchihuay,050410,050000,050400,83.333,10,12,107,8.379,104,8.144,14,1.096,194,15.192,540,42.287,domestic
Ayacucho,La Mar,Oronccoy,050411,050000,050400,100,5,5,15,5.226,2,0.697,9,3.136,31,10.801,143,49.826,domestic
Ayacucho,La Mar,Union Progreso,050412,050000,050400,100,7,7,88,9.026,16,1.641,9,0.923,127,13.026,461,47.282,domestic
Ayacucho,La Mar,Patibamba,050413,050000,050400,100,5,5,93,12.157,10,1.307,11,1.438,172,22.484,230,30.065,domestic
Ayacucho,La Mar,Ninabamba,050414,050000,050400,83.333,5,6,79,11.003,18,2.507,27,3.76,129,17.967,236,32.869,domestic
Ayacucho,La Mar,Rio Magdalena,050415,050000,050400,80,4,5,46,8.846,19,3.654,3,0.577,91,17.5,239,45.962,domestic
Ayacucho,Lucanas,Puquio,050501,050000,050500,100,36,36,417,7.539,102,1.844,341,6.165,749,13.542,1830,33.086,domestic
Ayacucho,Lucanas,Aucara,050502,050000,050500,100,11,11,117,15.215,20,2.601,32,4.161,106,13.784,158,20.546,domestic
Ayacucho,Lucanas,Cabana,050503,050000,050500,100,4,4,95,18.701,14,2.756,31,6.102,72,14.173,97,19.094,domestic
Ayacucho,Lucanas,Carmen Salcedo,050504,050000,050500,100,4,4,29,5.835,8,1.61,13,2.616,93,18.712,94,18.913,domestic
Ayacucho,Lucanas,Chaviña,050506,050000,050500,85.714,6,7,65,9.22,11,1.56,28,3.972,84,11.915,297,42.128,domestic
Ayacucho,Lucanas,Chipao,050508,050000,050500,100,9,9,82,9.266,20,2.26,25,2.825,125,14.124,331,37.401,domestic
Ayacucho,Lucanas,Huac-Huas,050510,050000,050500,85.714,6,7,108,12.573,10,1.164,26,3.027,70,8.149,434,50.524,domestic
Ayacucho,Lucanas,Laramate,050511,050000,050500,100,5,5,146,24.374,16,2.671,22,3.673,57,9.516,186,31.052,domestic
Ayacucho,Lucanas,Leoncio Prado,050512,050000,050500,80,4,5,62,16.578,14,3.743,12,3.209,45,12.032,112,29.947,domestic
Ayacucho,Lucanas,Lucanas,050513,050000,050500,100,8,8,86,7.485,21,1.828,31,2.698,136,11.836,539,46.91,domestic
Ayacucho,Lucanas,Llauta,050514,050000,050500,75,3,4,126,26.695,15,3.178,13,2.754,67,14.195,74,15.678,domestic
Ayacucho,Lucanas,Ocaña,050516,050000,050500,100,8,8,184,20.862,35,3.968,22,2.494,106,12.018,269,30.499,domestic
Ayacucho,Lucanas,Otoca,050517,050000,050500,60,3,5,69,19.942,3,0.867,6,1.734,28,8.092,130,37.572,domestic
Ayacucho,Lucanas,Sancos,050520,050000,050500,100,12,12,221,19.101,21,1.815,14,1.21,93,8.038,457,39.499,domestic
Ayacucho,Lucanas,San Juan,050521,050000,050500,100,3,3,28,7.955,9,2.557,20,5.682,35,9.943,149,42.33,domestic
Ayacucho,Lucanas,San Pedro,050522,050000,050500,100,10,10,106,9.541,18,1.62,38,3.42,88,7.921,587,52.835,domestic
Ayacucho,Lucanas,Santa Ana de Huaycahuacho,050524,050000,050500,100,2,2,45,21.429,9,4.286,7,3.333,34,16.19,37,17.619,domestic
Ayacucho,Lucanas,Santa Lucia,050525,050000,050500,100,5,5,72,19.048,8,2.116,2,0.529,38,10.053,151,39.947,domestic
Ayacucho,Lucanas,Saisa,050529,050000,050500,100,2,2,18,9.89,5,2.747,5,2.747,14,7.692,82,45.055,domestic
Ayacucho,Lucanas,San Pedro de Palco,050531,050000,050500,80,4,5,43,14.286,3,0.997,7,2.326,32,10.631,123,40.864,domestic
Ayacucho,Lucanas,San Cristobal,050532,050000,050500,100,6,6,19,2.695,4,0.567,25,3.546,105,14.894,351,49.787,domestic
Ayacucho,Parinacochas,Coracora,050601,050000,050600,90.323,28,31,182,4.532,71,1.768,243,6.051,514,12.799,1451,36.13,domestic
Ayacucho,Parinacochas,Coronel Castañeda,050604,050000,050600,100,4,4,8,2.446,2,0.612,5,1.529,41,12.538,142,43.425,domestic
Ayacucho,Parinacochas,Chumpi,050605,050000,050600,100,7,7,47,5.371,15,1.714,25,2.857,94,10.743,460,52.571,domestic
Ayacucho,Parinacochas,Pacapausa,050608,050000,050600,66.667,2,3,21,11.475,2,1.093,2,1.093,14,7.65,85,46.448,domestic
Ayacucho,Parinacochas,Pullo,050611,050000,050600,100,14,14,172,11.614,26,1.756,44,2.971,141,9.521,783,52.87,domestic
Ayacucho,Parinacochas,Puyusca,050612,050000,050600,85.714,6,7,95,12.925,28,3.81,40,5.442,105,14.286,277,37.687,domestic
Ayacucho,Parinacochas,San Francisco de Ravacayco,050615,050000,050600,100,4,4,25,8.993,10,3.597,11,3.957,23,8.273,91,32.734,domestic
Ayacucho,Parinacochas,Upahuacho,050616,050000,050600,100,7,7,23,4.968,10,2.16,9,1.944,54,11.663,201,43.413,domestic
Ayacucho,Victor Fajardo,Huancapi,050701,050000,050700,100,6,6,20,2.245,11,1.235,34,3.816,150,16.835,311,34.905,domestic
Ayacucho,Victor Fajardo,Alcamenca,050702,050000,050700,100,7,7,28,3.689,8,1.054,15,1.976,90,11.858,387,50.988,domestic
Ayacucho,Victor Fajardo,Apongo,050703,050000,050700,100,3,3,24,9.16,9,3.435,4,1.527,36,13.74,91,34.733,domestic
Ayacucho,Victor Fajardo,Canaria,050704,050000,050700,100,10,10,51,5.274,13,1.344,29,2.999,149,15.408,361,37.332,domestic
Ayacucho,Victor Fajardo,Cayara,050706,050000,050700,100,5,5,21,3.94,5,0.938,15,2.814,115,21.576,153,28.705,domestic
Ayacucho,Victor Fajardo,Colca,050707,050000,050700,100,6,6,41,6.056,25,3.693,20,2.954,55,8.124,224,33.087,domestic
Ayacucho,Victor Fajardo,Huaya,050708,050000,050700,100,8,8,23,2.665,6,0.695,25,2.897,200,23.175,329,38.123,domestic
Ayacucho,Victor Fajardo,Huamanquiquia,050709,050000,050700,100,4,4,18,3.586,6,1.195,7,1.394,66,13.147,271,53.984,domestic
Ayacucho,Victor Fajardo,Huancaraylla,050710,050000,050700,100,8,8,61,8.449,9,1.247,20,2.77,113,15.651,279,38.643,domestic
Ayacucho,Victor Fajardo,Sarhua,050713,050000,050700,100,10,10,19,1.712,5,0.45,11,0.991,169,15.225,589,53.063,domestic
Ayacucho,Victor Fajardo,Vilcanchos,050714,050000,050700,100,11,11,44,4.632,6,0.632,16,1.684,164,17.263,418,44,domestic
Ayacucho,Victor Fajardo,Asquipata,050715,050000,050700,100,2,2,14,10.37,2,1.481,7,5.185,13,9.63,44,32.593,domestic
Ayacucho,Huanca Sancos,Sancos,050801,050000,050800,100,10,10,81,5.329,43,2.829,77,5.066,213,14.013,544,35.789,domestic
Ayacucho,Huanca Sancos,Sacsamarca,050802,050000,050800,100,6,6,35,5.673,9,1.459,20,3.241,87,14.1,206,33.387,domestic
Ayacucho,Huanca Sancos,Santiago de Lucanamarca,050803,050000,050800,100,9,9,42,4.412,6,0.63,23,2.416,88,9.244,503,52.836,domestic
Ayacucho,Huanca Sancos,Carapo,050804,050000,050800,100,9,9,23,2.886,8,1.004,23,2.886,105,13.174,370,46.424,domestic
Ayacucho,Vilcas Huaman,Vilcas Huaman,050901,050000,050900,100,22,22,210,7.297,33,1.147,54,1.876,327,11.362,1421,49.375,domestic
Ayacucho,Vilcas Huaman,Vischongo,050902,050000,050900,93.333,14,15,108,6.088,26,1.466,28,1.578,273,15.389,915,51.578,domestic
Ayacucho,Vilcas Huaman,Accomarca,050903,050000,050900,100,5,5,21,4,5,0.952,20,3.81,58,11.048,205,39.048,domestic
Ayacucho,Vilcas Huaman,Carhuanca,050904,050000,050900,100,4,4,25,6.378,15,3.827,15,3.827,47,11.99,112,28.571,domestic
Ayacucho,Vilcas Huaman,Concepcion,050905,050000,050900,88.889,8,9,39,5.045,15,1.94,15,1.94,92,11.902,403,52.135,domestic
Ayacucho,Vilcas Huaman,Huambalpa,050906,050000,050900,71.429,5,7,50,10.101,2,0.404,10,2.02,55,11.111,221,44.646,domestic
Ayacucho,Vilcas Huaman,Saurama,050907,050000,050900,100,5,5,25,5.297,3,0.636,8,1.695,36,7.627,244,51.695,domestic
Ayacucho,Vilcas Huaman,Independencia,050908,050000,050900,100,5,5,25,6.345,4,1.015,9,2.284,39,9.898,185,46.954,domestic
Ayacucho,Paucar del Sara Sara,Pausa,051001,050000,051000,100,8,8,163,13.814,27,2.288,123,10.424,171,14.492,261,22.119,domestic
Ayacucho,Paucar del Sara Sara,Colta,051002,050000,051000,66.667,2,3,14,6.863,7,3.431,5,2.451,10,4.902,105,51.471,domestic
Ayacucho,Paucar del Sara Sara,Corculla,051003,050000,051000,100,2,2,28,18.543,8,5.298,9,5.96,6,3.974,38,25.166,domestic
Ayacucho,Paucar del Sara Sara,Lampa,051004,050000,051000,100,7,7,96,11.636,15,1.818,17,2.061,96,11.636,369,44.727,domestic
Ayacucho,Paucar del Sara Sara,Marcabamba,051005,050000,051000,100,2,2,21,8.824,16,6.723,18,7.563,27,11.345,62,26.05,domestic
Ayacucho,Paucar del Sara Sara,Oyolo,051006,050000,051000,100,4,4,15,3.589,11,2.632,8,1.914,71,16.986,211,50.478,domestic
Ayacucho,Paucar del Sara Sara,Pararca,051007,050000,051000,100,2,2,18,9.184,11,5.612,25,12.755,24,12.245,59,30.102,domestic
Ayacucho,Paucar del Sara Sara,San Javier de Alpabamba,051008,050000,051000,100,3,3,37,16.228,9,3.947,9,3.947,30,13.158,52,22.807,domestic
Ayacucho,Paucar del Sara Sara,San Jose de Ushua,051009,050000,051000,100,1,1,18,22.785,0,0,2,2.532,11,13.924,19,24.051,domestic
Ayacucho,Paucar del Sara Sara,Sara Sara,051010,050000,051000,100,2,2,34,13.6,8,3.2,9,3.6,19,7.6,101,40.4,domestic
Ayacucho,Sucre,Querobamba,051101,050000,051100,87.5,7,8,70,8.568,13,1.591,24,2.938,113,13.831,314,38.433,domestic
Ayacucho,Sucre,Belen,051102,050000,051100,100,1,1,7,6.667,1,0.952,0,0,10,9.524,37,35.238,domestic
Ayacucho,Sucre,Chalcos,051103,050000,051100,50,1,2,7,8.14,1,1.163,0,0,12,13.953,44,51.163,domestic
Ayacucho,Sucre,San Salvador de Quije,051104,050000,051100,75,3,4,17,5.397,1,0.317,2,0.635,34,10.794,178,56.508,domestic
Ayacucho,Sucre,Paico,051105,050000,051100,100,3,3,31,11.314,2,0.73,2,0.73,28,10.219,107,39.051,domestic
Ayacucho,Sucre,Santiago de Paucaray,051106,050000,051100,100,3,3,30,12.397,2,0.826,2,0.826,16,6.612,127,52.479,domestic
Ayacucho,Sucre,San Pedro de Larcay,051107,050000,051100,100,3,3,18,4.959,4,1.102,11,3.03,50,13.774,182,50.138,domestic
Ayacucho,Sucre,Soras,051108,050000,051100,100,3,3,34,9.444,5,1.389,5,1.389,16,4.444,126,35,domestic
Ayacucho,Sucre,Huacaña,051109,050000,051100,100,2,2,21,11.538,3,1.648,11,6.044,28,15.385,45,24.725,domestic
Ayacucho,Sucre,Chilcayoc,051110,050000,051100,100,3,3,39,14.029,3,1.079,7,2.518,28,10.072,121,43.525,domestic
Ayacucho,Sucre,Morcolla,051111,050000,051100,100,5,5,41,9.404,7,1.606,12,2.752,61,13.991,163,37.385,domestic
Cajamarca,Cajamarca,Cajamarca,060101,060000,060100,95.11,564,593,18679,16.719,7495,6.709,13504,12.087,12330,11.037,18854,16.876,domestic
Cajamarca,Cajamarca,Asuncion,060102,060000,060100,96.296,26,27,292,9.191,45,1.416,73,2.298,396,12.465,1594,50.173,domestic
Cajamarca,Cajamarca,Cospan,060103,060000,060100,95.455,21,22,387,21.021,25,1.358,26,1.412,76,4.128,811,44.052,domestic
Cajamarca,Cajamarca,Chetilla,060104,060000,060100,100,13,13,118,7.178,15,0.912,11,0.669,178,10.827,1079,65.633,domestic
Cajamarca,Cajamarca,Encañada,060105,060000,060100,91.398,85,93,2103,14.623,210,1.46,260,1.808,1571,10.924,7379,51.311,domestic
Cajamarca,Cajamarca,Jesus,060106,060000,060100,93.333,42,45,1235,19.855,169,2.717,195,3.135,648,10.418,2159,34.711,domestic
Cajamarca,Cajamarca,Los Baños del Inca,060107,060000,060100,91.597,109,119,4375,20.955,795,3.808,1137,5.446,2527,12.104,5880,28.164,domestic
Cajamarca,Cajamarca,Llacanora,060108,060000,060100,100,17,17,768,23.918,108,3.363,66,2.055,357,11.118,1030,32.077,domestic
Cajamarca,Cajamarca,Magdalena,060109,060000,060100,96.774,30,31,539,11.697,59,1.28,130,2.821,481,10.438,2299,49.891,domestic
Cajamarca,Cajamarca,Matara,060110,060000,060100,92.308,12,13,442,23.751,39,2.096,71,3.815,206,11.069,576,30.951,domestic
Cajamarca,Cajamarca,Namora,060111,060000,060100,100,31,31,914,17.852,68,1.328,105,2.051,635,12.402,2411,47.09,domestic
Cajamarca,Cajamarca,San Juan,060112,060000,060100,100,17,17,514,20.284,33,1.302,53,2.092,294,11.602,1086,42.857,domestic
Cajamarca,Cajabamba,Cajabamba,060201,060000,060200,97.938,95,97,3359,22.659,523,3.528,833,5.619,1558,10.51,3994,26.943,domestic
Cajamarca,Cajabamba,Cachachi,060202,060000,060200,98.413,62,63,952,17.639,64,1.186,73,1.353,454,8.412,2738,50.732,domestic
Cajamarca,Cajabamba,Condebamba,060203,060000,060200,97.222,35,36,1019,22.425,60,1.32,70,1.54,392,8.627,2030,44.674,domestic
Cajamarca,Cajabamba,Sitacocha,060205,060000,060200,91.667,22,24,708,36.703,19,0.985,24,1.244,197,10.213,534,27.683,domestic
Cajamarca,Celendin,Celendin,060301,060000,060300,92.958,66,71,1147,10.886,338,3.208,697,6.615,1395,13.24,3596,34.131,domestic
Cajamarca,Celendin,Cortegana,060302,060000,060300,84,21,25,87,4.788,14,0.771,4,0.22,133,7.32,1287,70.831,domestic
Cajamarca,Celendin,Chumuch,060303,060000,060300,100,10,10,70,8.495,3,0.364,3,0.364,40,4.854,600,72.816,domestic
Cajamarca,Celendin,Huasmin,060304,060000,060300,85,34,40,117,3.291,27,0.759,11,0.309,280,7.876,2635,74.121,domestic
Cajamarca,Celendin,Jorge Chavez,060305,060000,060300,100,3,3,71,15.884,21,4.698,7,1.566,60,13.423,153,34.228,domestic
Cajamarca,Celendin,Jose Galvez,060306,060000,060300,88.889,8,9,168,13.527,51,4.106,52,4.187,145,11.675,478,38.486,domestic
Cajamarca,Celendin,Miguel Iglesias,060307,060000,060300,100,15,15,57,4.238,10,0.743,4,0.297,102,7.584,977,72.639,domestic
Cajamarca,Celendin,Oxamarca,060308,060000,060300,84.211,16,19,131,7.733,9,0.531,17,1.004,125,7.379,1162,68.595,domestic
Cajamarca,Celendin,Sorochuco,060309,060000,060300,87.879,29,33,403,12.786,44,1.396,32,1.015,299,9.486,1799,57.075,domestic
Cajamarca,Celendin,Sucre,060310,060000,060300,88.235,15,17,203,10.268,40,2.023,60,3.035,220,11.128,1011,51.138,domestic
Cajamarca,Celendin,Utco,060311,060000,060300,100,6,6,69,12.021,14,2.439,8,1.394,70,12.195,229,39.895,domestic
Cajamarca,Celendin,La Libertad de Pallan,060312,060000,060300,90.909,20,22,183,7.593,33,1.369,12,0.498,180,7.469,1646,68.299,domestic
Cajamarca,Contumaza,Contumaza,060401,060000,060400,95,19,20,353,14.28,54,2.184,116,4.693,210,8.495,977,39.523,domestic
Cajamarca,Contumaza,Chilete,060403,060000,060400,100,9,9,302,19.882,37,2.436,89,5.859,135,8.887,499,32.851,domestic
Cajamarca,Contumaza,Guzmango,060404,060000,060400,100,8,8,164,16.302,25,2.485,5,0.497,38,3.777,559,55.567,domestic
Cajamarca,Contumaza,San Benito,060405,060000,060400,100,10,10,478,34.265,57,4.086,49,3.513,85,6.093,335,24.014,domestic
Cajamarca,Contumaza,Cupisnique,060406,060000,060400,80,4,5,170,34.483,12,2.434,9,1.826,27,5.477,184,37.323,domestic
Cajamarca,Contumaza,Tantarica,060407,060000,060400,100,8,8,244,23.372,11,1.054,6,0.575,76,7.28,487,46.648,domestic
Cajamarca,Contumaza,Yonan,060408,060000,060400,88.889,16,18,706,25.975,135,4.967,120,4.415,272,10.007,574,21.118,domestic
Cajamarca,Contumaza,Santa Cruz de Toled,060409,060000,060400,100,4,4,73,13.494,20,3.697,5,0.924,31,5.73,297,54.898,domestic
Cajamarca,Cutervo,Cutervo,060501,060000,060500,97.973,145,148,3381,14.313,732,3.099,1066,4.513,2957,12.518,10322,43.697,domestic
Cajamarca,Cutervo,Callayuc,060502,060000,060500,96.429,27,28,252,10.678,41,1.737,23,0.975,185,7.839,1482,62.797,domestic
Cajamarca,Cutervo,Cujillo,060503,060000,060500,100,8,8,39,4.594,44,5.183,10,1.178,87,10.247,426,50.177,domestic
Cajamarca,Cutervo,Choros,060504,060000,060500,92.308,12,13,147,12.159,59,4.88,10,0.827,138,11.414,506,41.853,domestic
Cajamarca,Cutervo,La Ramada,060505,060000,060500,100,12,12,66,4.277,23,1.491,7,0.454,144,9.332,1111,72.003,domestic
Cajamarca,Cutervo,Pimpingos,060506,060000,060500,100,17,17,171,9.067,75,3.977,17,0.901,210,11.135,1018,53.977,domestic
Cajamarca,Cutervo,Querocotillo,060507,060000,060500,92.857,39,42,408,12.875,66,2.083,33,1.041,198,6.248,1941,61.25,domestic
Cajamarca,Cutervo,San Andres de Cutervo,060508,060000,060500,100,14,14,165,8.643,117,6.129,48,2.514,216,11.315,975,51.074,domestic
Cajamarca,Cutervo,San Juan de Cutervo,060509,060000,060500,100,7,7,80,9.49,29,3.44,15,1.779,109,12.93,475,56.346,domestic
Cajamarca,Cutervo,San Luis de Lucma,060510,060000,060500,100,10,10,77,5.932,37,2.851,30,2.311,114,8.783,812,62.558,domestic
Cajamarca,Cutervo,Santa Cruz,060511,060000,060500,90,9,10,94,11.033,30,3.521,13,1.526,77,9.038,473,55.516,domestic
Cajamarca,Cutervo,Santo Domingo de La Capilla,060512,060000,060500,93.75,15,16,196,9.613,61,2.992,18,0.883,242,11.869,1154,56.596,domestic
Cajamarca,Cutervo,Santo Tomas,060513,060000,060500,95.652,22,23,440,15.336,169,5.891,56,1.952,281,9.794,1410,49.146,domestic
Cajamarca,Cutervo,Socota,060514,060000,060500,96.552,28,29,592,15.996,182,4.918,104,2.81,416,11.24,1488,40.205,domestic
Cajamarca,Cutervo,Toribio Casanova,060515,060000,060500,100,4,4,84,15.879,23,4.348,12,2.268,37,6.994,207,39.13,domestic
Cajamarca,Chota,Chota,060601,060000,060600,98.621,143,145,1862,7.481,471,1.892,880,3.536,4122,16.562,12203,49.03,domestic
Cajamarca,Chota,Anguia,060602,060000,060600,90.909,10,11,63,5.056,11,0.883,13,1.043,238,19.101,751,60.273,domestic
Cajamarca,Chota,Cochabamba,060603,060000,060600,100,17,17,492,20.073,52,2.122,55,2.244,178,7.262,1226,50.02,domestic
Cajamarca,Chota,Conchan,060604,060000,060600,94.444,17,18,147,5.634,23,0.882,26,0.997,295,11.307,1811,69.414,domestic
Cajamarca,Chota,Chadin,060605,060000,060600,100,13,13,91,5.089,23,1.286,23,1.286,299,16.723,993,55.537,domestic
Cajamarca,Chota,Chiguirip,060606,060000,060600,92.308,12,13,78,4.2,24,1.292,19,1.023,131,7.054,1358,73.129,domestic
Cajamarca,Chota,Chimban,060607,060000,060600,100,7,7,31,5.506,8,1.421,5,0.888,60,10.657,400,71.048,domestic
Cajamarca,Chota,Huambos,060608,060000,060600,100,24,24,567,18.664,89,2.93,44,1.448,195,6.419,1676,55.168,domestic
Cajamarca,Chota,Lajas,060609,060000,060600,94.872,37,39,626,10.868,121,2.101,58,1.007,662,11.493,3445,59.809,domestic
Cajamarca,Chota,Llama,060610,060000,060600,100,19,19,559,20.897,85,3.178,76,2.841,195,7.29,1138,42.542,domestic
Cajamarca,Chota,Miracosta,060611,060000,060600,100,14,14,146,15.887,14,1.523,18,1.959,44,4.788,469,51.034,domestic
Cajamarca,Chota,Paccha,060612,060000,060600,93.75,15,16,118,5.734,56,2.721,27,1.312,316,15.355,1202,58.406,domestic
Cajamarca,Chota,Pion,060613,060000,060600,80,4,5,14,3.325,2,0.475,0,0,40,9.501,261,61.995,domestic
Cajamarca,Chota,Querocoto,060614,060000,060600,93.333,28,30,371,12.061,77,2.503,60,1.951,207,6.73,1775,57.705,domestic
Cajamarca,Chota,Tacabamba,060615,060000,060600,91.111,41,45,317,5.101,87,1.4,80,1.287,755,12.15,4107,66.093,domestic
Cajamarca,Chota,Tocmoche,060616,060000,060600,100,4,4,88,17.357,12,2.367,8,1.578,29,5.72,201,39.645,domestic
Cajamarca,Chota,San Juan de Licupis,060617,060000,060600,60,3,5,30,17.857,7,4.167,5,2.976,14,8.333,78,46.429,domestic
Cajamarca,Chota,Choropampa,060618,060000,060600,100,9,9,63,6.563,8,0.833,7,0.729,87,9.063,657,68.438,domestic
Cajamarca,Chota,Chalamarca,060619,060000,060600,93.548,29,31,161,3.337,51,1.057,32,0.663,566,11.731,3446,71.42,domestic
Cajamarca,Hualgayoc,Bambamarca,060701,060000,060700,95.098,194,204,1832,6.056,270,0.892,508,1.679,2835,9.371,19932,65.884,domestic
Cajamarca,Hualgayoc,Chugur,060702,060000,060700,100,12,12,98,5.961,48,2.92,24,1.46,266,16.18,875,53.224,domestic
Cajamarca,Hualgayoc,Hualgayoc,060703,060000,060700,91.667,44,48,391,6.307,89,1.436,114,1.839,558,9.001,3945,63.639,domestic
Cajamarca,Jaen,Jaen,060801,060000,060800,92.929,276,297,7708,15.526,2450,4.935,2711,5.461,7267,14.637,11349,22.859,domestic
Cajamarca,Jaen,Bellavista,060802,060000,060800,94,47,50,970,13.073,122,1.644,208,2.803,779,10.499,3037,40.93,domestic
Cajamarca,Jaen,Colasay,060803,060000,060800,94.595,35,37,637,15.686,91,2.241,66,1.625,369,9.086,1919,47.254,domestic
Cajamarca,Jaen,Chontali,060804,060000,060800,83.871,26,31,750,20.113,86,2.306,53,1.421,383,10.271,1754,47.037,domestic
Cajamarca,Jaen,Pomahuaca,060805,060000,060800,89.655,26,29,282,8.935,64,2.028,64,2.028,311,9.854,1681,53.264,domestic
Cajamarca,Jaen,Pucara,060806,060000,060800,95.652,22,23,365,10.941,126,3.777,95,2.848,324,9.712,1552,46.523,domestic
Cajamarca,Jaen,Sallique,060807,060000,060800,95.455,21,22,69,3.078,11,0.491,18,0.803,147,6.557,1662,74.13,domestic
Cajamarca,Jaen,San Felipe,060808,060000,060800,100,15,15,237,11.291,21,1,39,1.858,202,9.624,1088,51.834,domestic
Cajamarca,Jaen,San Jose del Alto,060809,060000,060800,92,23,25,368,11.254,25,0.765,69,2.11,319,9.755,1865,57.034,domestic
Cajamarca,Jaen,Santa Rosa,060810,060000,060800,93.939,31,33,615,13.038,116,2.459,61,1.293,497,10.536,2321,49.205,domestic
Cajamarca,Jaen,Las Pirias,060811,060000,060800,88.889,16,18,355,12.999,47,1.721,51,1.867,318,11.644,1336,48.92,domestic
Cajamarca,Jaen,Huabal,060812,060000,060800,96.296,26,27,336,8.709,37,0.959,42,1.089,421,10.912,2373,61.509,domestic
Cajamarca,Santa Cruz,Santa Cruz,060901,060000,060900,84,21,25,571,17.623,95,2.932,151,4.66,221,6.821,1366,42.16,domestic
Cajamarca,Santa Cruz,Catache,060902,060000,060900,88.889,24,27,299,9.897,48,1.589,42,1.39,198,6.554,2063,68.289,domestic
Cajamarca,Santa Cruz,Chancaybaños,060903,060000,060900,83.333,10,12,241,16.328,19,1.287,22,1.491,63,4.268,868,58.808,domestic
Cajamarca,Santa Cruz,La Esperanza,060904,060000,060900,100,10,10,205,19.052,37,3.439,12,1.115,67,6.227,525,48.792,domestic
Cajamarca,Santa Cruz,Ninabamba,060905,060000,060900,100,10,10,118,13.155,56,6.243,8,0.892,82,9.142,420,46.823,domestic
Cajamarca,Santa Cruz,Pulan,060906,060000,060900,92.308,12,13,210,14.218,22,1.49,16,1.083,105,7.109,889,60.19,domestic
Cajamarca,Santa Cruz,Sexi,060907,060000,060900,100,2,2,36,15.126,7,2.941,3,1.261,18,7.563,113,47.479,domestic
Cajamarca,Santa Cruz,Uticyacu,060908,060000,060900,100,5,5,76,15.416,10,2.028,10,2.028,28,5.68,254,51.521,domestic
Cajamarca,Santa Cruz,Yauyucan,060909,060000,060900,90,9,10,136,11.826,25,2.174,16,1.391,99,8.609,711,61.826,domestic
Cajamarca,Santa Cruz,Andabamba,060910,060000,060900,100,5,5,105,19.444,22,4.074,4,0.741,36,6.667,246,45.556,domestic
Cajamarca,Santa Cruz,Saucepampa,060911,060000,060900,100,7,7,192,22.967,16,1.914,19,2.273,72,8.612,423,50.598,domestic
Cajamarca,San Miguel,San Miguel,061001,060000,061000,100,36,36,985,19.004,96,1.852,178,3.434,350,6.753,2296,44.299,domestic
Cajamarca,San Miguel,Calquis,061002,060000,061000,92.857,13,14,196,10.6,18,0.973,14,0.757,193,10.438,1151,62.25,domestic
Cajamarca,San Miguel,La Florida,061003,060000,061000,87.5,7,8,185,18.263,16,1.579,22,2.172,69,6.811,462,45.607,domestic
Cajamarca,San Miguel,Llapa,061004,060000,061000,93.75,15,16,345,17.224,19,0.949,33,1.648,147,7.339,1114,55.617,domestic
Cajamarca,San Miguel,Nanchoc,061005,060000,061000,100,5,5,150,22.489,17,2.549,13,1.949,70,10.495,262,39.28,domestic
Cajamarca,San Miguel,Niepos,061006,060000,061000,90.909,10,11,192,15.738,22,1.803,26,2.131,65,5.328,634,51.967,domestic
Cajamarca,San Miguel,San Gregorio,061007,060000,061000,87.5,7,8,229,23.487,18,1.846,18,1.846,83,8.513,479,49.128,domestic
Cajamarca,San Miguel,San Silvestre de Cochan,061008,060000,061000,100,14,14,315,15.195,28,1.351,44,2.123,239,11.529,1079,52.05,domestic
Cajamarca,San Miguel,El Prado,061009,060000,061000,90,9,10,247,23.614,10,0.956,17,1.625,76,7.266,512,48.948,domestic
Cajamarca,San Miguel,Union Agua Blanca,061010,060000,061000,90.909,10,11,391,30.263,15,1.161,16,1.238,84,6.502,543,42.028,domestic
Cajamarca,San Miguel,Tongod,061011,060000,061000,100,11,11,123,8.092,27,1.776,28,1.842,137,9.013,990,65.132,domestic
Cajamarca,San Miguel,Catilluc,061012,060000,061000,100,11,11,122,8.496,24,1.671,24,1.671,132,9.192,920,64.067,domestic
Cajamarca,San Miguel,Bolivar,061013,060000,061000,100,5,5,161,25.596,24,3.816,9,1.431,33,5.246,269,42.766,domestic
Cajamarca,San Ignacio,San Ignacio,061101,060000,061100,93.069,94,101,1323,8.79,525,3.488,654,4.345,2103,13.972,6232,41.406,domestic
Cajamarca,San Ignacio,Chirinos,061102,060000,061100,95.556,43,45,574,8.249,124,1.782,167,2.4,798,11.469,3708,53.291,domestic
Cajamarca,San Ignacio,Huarango,061103,060000,061100,96.61,57,59,942,11.876,160,2.017,107,1.349,1070,13.49,4179,52.685,domestic
Cajamarca,San Ignacio,Namballe,061104,060000,061100,96.429,27,28,257,7.4,66,1.9,62,1.785,369,10.625,1930,55.572,domestic
Cajamarca,San Ignacio,La Coipa,061105,060000,061100,85.714,54,63,827,10.077,114,1.389,234,2.851,810,9.87,4274,52.077,domestic
Cajamarca,San Ignacio,San Jose de Lourdes,061106,060000,061100,91.071,51,56,913,13.662,165,2.469,103,1.541,766,11.462,3368,50.397,domestic
