departamento,provincia,distrito,dist_code,dept_code,prov_code,pct_actas,actas_contabilizadas,total_actas,votos_Fujimori,pct_Fujimori,votos_Lopez_Aliaga,pct_Lopez_Aliaga,votos_Nieto,pct_Nieto,votos_Belmont,pct_Belmont,votos_Sanchez,pct_Sanchez,type
Amazonas,Chachapoyas,Chachapoyas,010101,010000,010100,96.053,73,76,2283,17.678,1094,8.471,1679,13.001,1328,10.283,1013,7.844,domestic
Amazonas,Chachapoyas,Asuncion,010102,010000,010100,100,2,2,13,10.744,5,4.132,14,11.57,16,13.223,15,12.397,domestic
Amazonas,Chachapoyas,Balsas,010103,010000,010100,80,4,5,91,19.403,10,2.132,3,0.64,49,10.448,149,31.77,domestic
Amazonas,Chachapoyas,Cheto,010104,010000,010100,100,3,3,67,18.356,18,4.932,17,4.658,87,23.836,77,21.096,domestic
Amazonas,Chachapoyas,Chiliquin,010105,010000,010100,75,3,4,109,39.209,7,2.518,9,3.237,34,12.23,56,20.144,domestic
Amazonas,Chachapoyas,Chuquibamba,010106,010000,010100,71.429,5,7,100,30.12,16,4.819,6,1.807,23,6.928,60,18.072,domestic
Amazonas,Chachapoyas,Granada,010107,010000,010100,100,2,2,52,16.199,5,1.558,20,6.231,80,24.922,57,17.757,domestic
Amazonas,Chachapoyas,Huancas,010108,010000,010100,100,3,3,159,30.46,35,6.705,23,4.406,61,11.686,70,13.41,domestic
Amazonas,Chachapoyas,La Jalca,010109,010000,010100,94.118,16,17,142,6.431,35,1.585,39,1.766,345,15.625,1249,56.567,domestic
Amazonas,Chachapoyas,Leimebamba,010110,010000,010100,70,7,10,152,15.883,64,6.688,86,8.986,86,8.986,167,17.45,domestic
Amazonas,Chachapoyas,Levanto,010111,010000,010100,75,3,4,151,29.492,22,4.297,17,3.32,46,8.984,117,22.852,domestic
Amazonas,Chachapoyas,Magdalena,010112,010000,010100,66.667,2,3,89,30.068,6,2.027,6,2.027,41,13.851,51,17.23,domestic
Amazonas,Chachapoyas,Mariscal Castilla,010113,010000,010100,100,4,4,145,30.917,15,3.198,5,1.066,46,9.808,113,24.094,domestic
Amazonas,Chachapoyas,Molinopampa,010114,010000,010100,100,8,8,273,21.857,72,5.765,96,7.686,128,10.248,244,19.536,domestic
Amazonas,Chachapoyas,Montevideo,010115,010000,010100,100,3,3,54,14.362,15,3.989,30,7.979,63,16.755,61,16.223,domestic
Amazonas,Chachapoyas,Olleros,010116,010000,010100,100,2,2,33,13.808,4,1.674,9,3.766,38,15.9,58,24.268,domestic
Amazonas,Chachapoyas,Quinjalca,010117,010000,010100,100,4,4,49,11.864,7,1.695,13,3.148,89,21.55,118,28.571,domestic
Amazonas,Chachapoyas,San Francisco de Daguas,010118,010000,010100,50,1,2,16,13.008,13,10.569,18,14.634,20,16.26,9,7.317,domestic
Amazonas,Chachapoyas,San Isidro de Maino,010119,010000,010100,66.667,2,3,102,33.225,7,2.28,8,2.606,29,9.446,55,17.915,domestic
Amazonas,Chachapoyas,Soloco,010120,010000,010100,83.333,5,6,99,16.923,28,4.786,25,4.274,99,16.923,127,21.709,domestic
Amazonas,Chachapoyas,Sonche,010121,010000,010100,100,2,2,72,33.028,4,1.835,1,0.459,27,12.385,27,12.385,domestic
Amazonas,Bagua,La Peca,010201,010000,010200,100,25,25,695,20.514,144,4.25,85,2.509,416,12.279,1175,34.681,domestic
Amazonas,Bagua,Aramango,010202,010000,010200,94.118,32,34,759,18.843,82,2.036,43,1.068,450,11.172,1892,46.971,domestic
Amazonas,Bagua,Copallin,010203,010000,010200,100,16,16,339,13.911,68,2.79,59,2.421,297,12.187,1034,42.429,domestic
Amazonas,Bagua,El Parco,010204,010000,010200,100,6,6,122,12.762,30,3.138,16,1.674,93,9.728,462,48.326,domestic
Amazonas,Bagua,Bagua,010205,010000,010200,93.056,67,72,2303,20.359,531,4.694,456,4.031,1071,9.468,3128,27.652,domestic
Amazonas,Bagua,Imaza,010206,010000,010200,92.784,90,97,419,4.882,110,1.282,55,0.641,327,3.81,5664,65.999,domestic
Amazonas,Bongara,Jumbilla,010301,010000,010300,100,3,3,57,15.04,21,5.541,43,11.346,46,12.137,84,22.164,domestic
Amazonas,Bongara,Corosha,010302,010000,010300,100,3,3,53,13.625,9,2.314,6,1.542,59,15.167,178,45.758,domestic
Amazonas,Bongara,Cuispes,010303,010000,010300,100,3,3,63,14.351,15,3.417,18,4.1,58,13.212,143,32.574,domestic
Amazonas,Bongara,Chisquilla,010304,010000,010300,100,2,2,54,24.885,14,6.452,8,3.687,27,12.442,42,19.355,domestic
Amazonas,Bongara,Churuja,010305,010000,010300,100,2,2,63,34.615,8,4.396,17,9.341,23,12.637,16,8.791,domestic
Amazonas,Bongara,Florida,010306,010000,010300,100,17,17,587,22.26,74,2.806,90,3.413,393,14.903,898,34.054,domestic
Amazonas,Bongara,Recta,010307,010000,010300,100,2,2,36,21.053,4,2.339,7,4.094,31,18.129,39,22.807,domestic
Amazonas,Bongara,San Carlos,010308,010000,010300,100,3,3,59,19.156,8,2.597,17,5.519,32,10.39,80,25.974,domestic
Amazonas,Bongara,Shipasbamba,010309,010000,010300,100,6,6,119,14.894,32,4.005,45,5.632,84,10.513,291,36.421,domestic
Amazonas,Bongara,Valera,010310,010000,010300,100,4,4,193,34.901,19,3.436,33,5.967,58,10.488,78,14.105,domestic
Amazonas,Bongara,Yambrasbamba,010311,010000,010300,100,18,18,637,25.873,42,1.706,52,2.112,257,10.439,922,37.449,domestic
Amazonas,Bongara,Jazan,010312,010000,010300,100,21,21,818,28.158,134,4.613,225,7.745,377,12.978,409,14.079,domestic
Amazonas,Luya,Lamud,010401,010000,010400,100,7,7,158,17.306,61,6.681,53,5.805,122,13.363,150,16.429,domestic
Amazonas,Luya,Camporredondo,010402,010000,010400,95,19,20,379,14.063,46,1.707,63,2.338,312,11.577,1229,45.603,domestic
Amazonas,Luya,Cocabamba,010403,010000,010400,85.714,6,7,48,14.414,6,1.802,14,4.204,29,8.709,167,50.15,domestic
Amazonas,Luya,Colcamar,010404,010000,010400,85.714,6,7,226,28.321,32,4.01,22,2.757,118,14.787,138,17.293,domestic
Amazonas,Luya,Conila,010405,010000,010400,83.333,5,6,153,20.292,22,2.918,15,1.989,67,8.886,306,40.584,domestic
Amazonas,Luya,Inguilpata,010406,010000,010400,100,3,3,102,33.117,22,7.143,11,3.571,49,15.909,34,11.039,domestic
Amazonas,Luya,Longuita,010407,010000,010400,75,3,4,143,44,9,2.769,12,3.692,32,9.846,56,17.231,domestic
Amazonas,Luya,Lonya Chico,010408,010000,010400,100,3,3,105,28.689,18,4.918,16,4.372,38,10.383,59,16.12,domestic
Amazonas,Luya,Luya,010409,010000,010400,100,12,12,447,24.188,56,3.03,107,5.79,240,12.987,416,22.511,domestic
Amazonas,Luya,Luya Viejo,010410,010000,010400,100,2,2,39,15.476,8,3.175,3,1.19,23,9.127,62,24.603,domestic
Amazonas,Luya,Maria,010411,010000,010400,100,3,3,71,17.618,20,4.963,40,9.926,65,16.129,72,17.866,domestic
Amazonas,Luya,Ocalli,010412,010000,010400,100,11,11,274,19.855,31,2.246,27,1.957,134,9.71,570,41.304,domestic
Amazonas,Luya,Ocumal,010413,010000,010400,100,11,11,387,31.878,22,1.812,44,3.624,184,15.157,199,16.392,domestic
Amazonas,Luya,Pisuquia,010414,010000,010400,100,18,18,266,25.285,37,3.517,13,1.236,128,12.167,341,32.414,domestic
Amazonas,Luya,San Cristobal,010415,010000,010400,100,3,3,100,28.653,8,2.292,4,1.146,32,9.169,68,19.484,domestic
Amazonas,Luya,San Francisco del Yeso,010416,010000,010400,100,3,3,41,15.129,4,1.476,3,1.107,23,8.487,56,20.664,domestic
Amazonas,Luya,San Jeronimo,010417,010000,010400,100,4,4,157,30.309,16,3.089,17,3.282,56,10.811,117,22.587,domestic
Amazonas,Luya,San Juan de Lopecancha,010418,010000,010400,100,2,2,59,27.57,1,0.467,6,2.804,25,11.682,51,23.832,domestic
Amazonas,Luya,Santa Catalina,010419,010000,010400,100,7,7,185,23.477,9,1.142,7,0.888,59,7.487,371,47.081,domestic
Amazonas,Luya,Santo Tomas,010420,010000,010400,100,12,12,290,26.46,39,3.558,28,2.555,161,14.69,248,22.628,domestic
Amazonas,Luya,Tingo,010421,010000,010400,100,5,5,233,28.837,22,2.723,37,4.579,126,15.594,140,17.327,domestic
Amazonas,Luya,Trita,010422,010000,010400,100,4,4,87,13.004,19,2.84,12,1.794,94,14.051,254,37.967,domestic
Amazonas,Luya,Providencia,010423,010000,010400,80,4,5,33,8.753,7,1.857,15,3.979,69,18.302,128,33.952,domestic
Amazonas,Rodriguez de Mendoza,San Nicolas,010501,010000,010500,100,15,15,410,19.026,248,11.508,167,7.749,245,11.369,209,9.698,domestic
Amazonas,Rodriguez de Mendoza,Cochamal,010502,010000,010500,100,3,3,78,18.527,24,5.701,23,5.463,60,14.252,69,16.39,domestic
Amazonas,Rodriguez de Mendoza,Chirimoto,010503,010000,010500,100,8,8,127,17.887,22,3.099,15,2.113,56,7.887,283,39.859,domestic
Amazonas,Rodriguez de Mendoza,Huambo,010504,010000,010500,100,10,10,311,25.555,165,13.558,88,7.231,124,10.189,69,5.67,domestic
Amazonas,Rodriguez de Mendoza,Limabamba,010505,010000,010500,100,6,6,97,15.446,97,15.446,28,4.459,71,11.306,91,14.49,domestic
Amazonas,Rodriguez de Mendoza,Longar,010506,010000,010500,100,6,6,155,20.315,83,10.878,44,5.767,81,10.616,76,9.961,domestic
Amazonas,Rodriguez de Mendoza,Milpuc,010507,010000,010500,100,3,3,67,29.778,6,2.667,9,4,24,10.667,38,16.889,domestic
Amazonas,Rodriguez de Mendoza,Mariscal Benavides,010508,010000,010500,100,6,6,233,25.975,76,8.473,56,6.243,90,10.033,107,11.929,domestic
Amazonas,Rodriguez de Mendoza,Omia,010509,010000,010500,96.552,28,29,504,18.156,112,4.035,70,2.522,298,10.735,994,35.807,domestic
Amazonas,Rodriguez de Mendoza,Santa Rosa,010510,010000,010500,100,3,3,78,25.325,33,10.714,19,6.169,26,8.442,18,5.844,domestic
Amazonas,Rodriguez de Mendoza,Totora,010511,010000,010500,50,1,2,22,24.176,12,13.187,3,3.297,8,8.791,17,18.681,domestic
Amazonas,Rodriguez de Mendoza,Vista Alegre,010512,010000,010500,100,11,11,153,14.956,15,1.466,7,0.684,104,10.166,535,52.297,domestic
Amazonas,Condorcanqui,Nieva,010601,010000,010600,94.186,81,86,435,6.167,102,1.446,35,0.496,262,3.714,4798,68.018,domestic
Amazonas,Condorcanqui,Rio Santiago,010602,010000,010600,97.872,46,47,119,3.413,15,0.43,4,0.115,63,1.807,2544,72.957,domestic
Amazonas,Condorcanqui,El Cenepa,010603,010000,010600,82.927,34,41,46,1.338,29,0.844,6,0.175,64,1.862,2688,78.185,domestic
Amazonas,Utcubamba,Bagua Grande,010701,010000,010700,93.421,142,152,4108,18.967,772,3.564,689,3.181,2912,13.445,7135,32.942,domestic
Amazonas,Utcubamba,Cajaruro,010702,010000,010700,89.61,69,77,1582,16.365,167,1.728,188,1.945,1246,12.889,4256,44.026,domestic
Amazonas,Utcubamba,Cumba,010703,010000,010700,96.296,26,27,685,19.107,76,2.12,46,1.283,461,12.859,1580,44.073,domestic
Amazonas,Utcubamba,El Milagro,010704,010000,010700,94.737,18,19,699,25.595,101,3.698,21,0.769,245,8.971,1051,38.484,domestic
Amazonas,Utcubamba,Jamalca,010705,010000,010700,77.273,17,22,355,14.361,44,1.78,51,2.063,309,12.5,1242,50.243,domestic
Amazonas,Utcubamba,Lonya Grande,010706,010000,010700,86.207,25,29,631,17.552,117,3.255,88,2.448,449,12.49,1344,37.385,domestic
Amazonas,Utcubamba,Yamon,010707,010000,010700,92.308,12,13,259,18.369,54,3.83,12,0.851,172,12.199,560,39.716,domestic
Ancash,Huaraz,Huaraz,020101,020000,020100,90.419,151,167,3978,13.609,2164,7.403,3603,12.326,2913,9.966,2511,8.59,domestic
Ancash,Huaraz,Independencia,020102,020000,020100,95.628,175,183,4934,14.788,2064,6.186,3637,10.901,3348,10.034,3458,10.364,domestic
Ancash,Huaraz,Cochabamba,020103,020000,020100,71.429,5,7,120,24.59,14,2.869,3,0.615,32,6.557,134,27.459,domestic
Ancash,Huaraz,Colcabamba,020104,020000,020100,100,2,2,25,16.556,4,2.649,6,3.974,22,14.57,23,15.232,domestic
Ancash,Huaraz,Huanchay,020105,020000,020100,87.5,7,8,145,21.261,16,2.346,22,3.226,77,11.29,247,36.217,domestic
Ancash,Huaraz,Jangas,020106,020000,020100,100,17,17,542,18.69,102,3.517,109,3.759,429,14.793,680,23.448,domestic
Ancash,Huaraz,La Libertad,020107,020000,020100,100,5,5,124,17.318,13,1.816,34,4.749,101,14.106,83,11.592,domestic
Ancash,Huaraz,Olleros,020108,020000,020100,90,9,10,230,15.242,35,2.319,66,4.374,152,10.073,395,26.176,domestic
Ancash,Huaraz,Pampas,020109,020000,020100,100,5,5,76,14.672,15,2.896,12,2.317,79,15.251,112,21.622,domestic
Ancash,Huaraz,Pariacoto,020110,020000,020100,87.5,14,16,599,29.363,47,2.304,58,2.843,186,9.118,608,29.804,domestic
Ancash,Huaraz,Pira,020111,020000,020100,87.5,14,16,397,22.354,32,1.802,46,2.59,204,11.486,434,24.437,domestic
Ancash,Huaraz,Tarica,020112,020000,020100,95,19,20,559,17.629,126,3.974,135,4.257,383,12.078,756,23.841,domestic
Ancash,Aija,Aija,020201,020000,020200,100,6,6,173,18.096,17,1.778,68,7.113,92,9.623,164,17.155,domestic
Ancash,Aija,Coris,020203,020000,020200,100,6,6,200,28.209,10,1.41,15,2.116,59,8.322,168,23.695,domestic
Ancash,Aija,Huacllan,020205,020000,020200,100,2,2,28,9.894,8,2.827,12,4.24,35,12.367,58,20.495,domestic
Ancash,Aija,La Merced,020206,020000,020200,100,9,9,254,22.966,36,3.255,29,2.622,120,10.85,190,17.179,domestic
Ancash,Aija,Succha,020208,020000,020200,100,3,3,77,21.389,13,3.611,11,3.056,42,11.667,59,16.389,domestic
Ancash,Bolognesi,Chiquian,020301,020000,020300,100,12,12,225,13.872,61,3.761,117,7.213,225,13.872,189,11.652,domestic
Ancash,Bolognesi,Abelardo Pardo Lezameta,020302,020000,020300,100,1,1,19,18.812,9,8.911,10,9.901,4,3.96,9,8.911,domestic
Ancash,Bolognesi,Aquia,020304,020000,020300,100,8,8,236,24.255,19,1.953,34,3.494,128,13.155,203,20.863,domestic
Ancash,Bolognesi,Cajacay,020305,020000,020300,100,6,6,241,28.897,24,2.878,25,2.998,89,10.671,162,19.424,domestic
Ancash,Bolognesi,Huayllacayan,020310,020000,020300,100,5,5,36,7.273,15,3.03,11,2.222,78,15.758,74,14.949,domestic
Ancash,Bolognesi,Huasta,020311,020000,020300,100,7,7,125,16.961,13,1.764,42,5.699,118,16.011,124,16.825,domestic
Ancash,Bolognesi,Mangas,020313,020000,020300,66.667,2,3,30,16.393,9,4.918,9,4.918,24,13.115,23,12.568,domestic
Ancash,Bolognesi,Pacllon,020315,020000,020300,100,4,4,18,4.082,8,1.814,26,5.896,69,15.646,149,33.787,domestic
Ancash,Bolognesi,San Miguel de Corpanqui,020317,020000,020300,100,2,2,34,24.286,5,3.571,7,5,17,12.143,11,7.857,domestic
Ancash,Bolognesi,Ticllos,020320,020000,020300,100,3,3,49,22.791,5,2.326,4,1.86,19,8.837,22,10.233,domestic
Ancash,Bolognesi,Antonio Raymondi,020321,020000,020300,100,6,6,101,15.611,23,3.555,22,3.4,73,11.283,127,19.629,domestic
Ancash,Bolognesi,Canis,020322,020000,020300,100,2,2,34,28.099,8,6.612,5,4.132,5,4.132,7,5.785,domestic
Ancash,Bolognesi,Colquioc,020323,020000,020300,100,7,7,271,24.84,56,5.133,45,4.125,135,12.374,150,13.749,domestic
Ancash,Bolognesi,La Primavera,020324,020000,020300,100,2,2,12,7.947,1,0.662,15,9.934,22,14.57,13,8.609,domestic
Ancash,Bolognesi,Huallanca,020325,020000,020300,100,17,17,546,22.204,95,3.863,147,5.978,315,12.81,543,22.082,domestic
Ancash,Carhuaz,Carhuaz,020401,020000,020400,88.372,38,43,953,15.307,276,4.433,286,4.594,671,10.777,1699,27.289,domestic
Ancash,Carhuaz,Acopampa,020402,020000,020400,100,8,8,293,21.402,71,5.186,81,5.917,138,10.08,248,18.115,domestic
Ancash,Carhuaz,Amashca,020403,020000,020400,100,6,6,102,11.111,12,1.307,16,1.743,134,14.597,349,38.017,domestic
Ancash,Carhuaz,Anta,020404,020000,020400,87.5,7,8,237,18.81,25,1.984,38,3.016,146,11.587,422,33.492,domestic
Ancash,Carhuaz,Ataquero,020405,020000,020400,83.333,5,6,139,21.125,17,2.584,18,2.736,88,13.374,200,30.395,domestic
Ancash,Carhuaz,Marcara,020406,020000,020400,100,31,31,874,18.497,149,3.153,148,3.132,567,12,1371,29.016,domestic
Ancash,Carhuaz,Pariahuanca,020407,020000,020400,100,5,5,144,18.274,24,3.046,13,1.65,88,11.168,133,16.878,domestic
Ancash,Carhuaz,San Miguel de Aco,020408,020000,020400,100,9,9,199,16.352,46,3.78,24,1.972,200,16.434,337,27.691,domestic
Ancash,Carhuaz,Shilla,020409,020000,020400,100,11,11,81,4.985,50,3.077,33,2.031,302,18.585,699,43.015,domestic
Ancash,Carhuaz,Tinco,020410,020000,020400,100,10,10,396,23.308,55,3.237,103,6.062,176,10.359,303,17.834,domestic
Ancash,Carhuaz,Yungar,020411,020000,020400,100,12,12,486,25.674,53,2.8,55,2.905,255,13.471,452,23.877,domestic
Ancash,Casma,Casma,020501,020000,020500,69.474,66,95,3365,28.609,1069,9.089,712,6.053,915,7.779,929,7.898,domestic
Ancash,Casma,Buena Vista Alta,020502,020000,020500,46.667,7,15,386,30.37,32,2.518,30,2.36,141,11.094,369,29.032,domestic
Ancash,Casma,Comandante Noel,020503,020000,020500,66.667,6,9,367,31.72,52,4.494,55,4.754,95,8.211,97,8.384,domestic
Ancash,Casma,Yautan,020505,020000,020500,62.5,15,24,870,35.539,138,5.637,47,1.92,198,8.088,364,14.869,domestic
Ancash,Corongo,Corongo,020601,020000,020600,100,5,5,109,21.584,20,3.96,28,5.545,35,6.931,58,11.485,domestic
Ancash,Corongo,Aco,020602,020000,020600,100,2,2,40,27.397,5,3.425,2,1.37,5,3.425,14,9.589,domestic
Ancash,Corongo,Bambas,020603,020000,020600,100,2,2,22,12.865,1,0.585,0,0,9,5.263,82,47.953,domestic
Ancash,Corongo,Cusca,020604,020000,020600,88.889,8,9,134,11.932,19,1.692,17,1.514,134,11.932,324,28.851,domestic
Ancash,Corongo,La Pampa,020605,020000,020600,100,4,4,113,26.464,43,10.07,7,1.639,41,9.602,41,9.602,domestic
Ancash,Corongo,Yanac,020606,020000,020600,100,3,3,48,15.894,8,2.649,6,1.987,17,5.629,48,15.894,domestic
Ancash,Corongo,Yupan,020607,020000,020600,100,2,2,67,41.615,4,2.484,1,0.621,6,3.727,9,5.59,domestic
Ancash,Huaylas,Caraz,020701,020000,020700,98.529,67,68,2855,25.718,738,6.648,806,7.261,956,8.612,1004,9.044,domestic
Ancash,Huaylas,Huallanca,020702,020000,020700,75,3,4,112,24.348,16,3.478,7,1.522,38,8.261,89,19.348,domestic
Ancash,Huaylas,Huata,020703,020000,020700,100,5,5,232,36.25,13,2.031,19,2.969,47,7.344,82,12.813,domestic
Ancash,Huaylas,Huaylas,020704,020000,020700,100,5,5,229,33.926,23,3.407,28,4.148,43,6.37,70,10.37,domestic
Ancash,Huaylas,Mato,020705,020000,020700,85.714,6,7,277,32.474,33,3.869,32,3.751,69,8.089,96,11.254,domestic
Ancash,Huaylas,Pamparomas,020706,020000,020700,96.296,26,27,947,35.152,45,1.67,33,1.225,334,12.398,690,25.612,domestic
Ancash,Huaylas,Pueblo Libre,020707,020000,020700,95.833,23,24,1113,33.164,84,2.503,84,2.503,412,12.277,828,24.672,domestic
Ancash,Huaylas,Santa Cruz,020708,020000,020700,100,16,16,614,31.295,39,1.988,58,2.956,206,10.499,346,17.635,domestic
Ancash,Huaylas,Yuracmarca,020709,020000,020700,88.889,8,9,156,16.883,18,1.948,19,2.056,103,11.147,274,29.654,domestic
Ancash,Huaylas,Santo Toribio,020710,020000,020700,100,4,4,116,26.484,12,2.74,10,2.283,45,10.274,76,17.352,domestic
Ancash,Huari,Huari,020801,020000,020800,90.476,19,21,264,9.6,82,2.982,119,4.327,289,10.509,843,30.655,domestic
Ancash,Huari,Cajay,020802,020000,020800,100,14,14,126,5.732,50,2.275,60,2.73,261,11.874,910,41.401,domestic
Ancash,Huari,Chavin de Huantar,020803,020000,020800,85.714,36,42,317,9.326,161,4.737,169,4.972,489,14.387,956,28.126,domestic
Ancash,Huari,Huacachi,020804,020000,020800,100,11,11,53,5.191,30,2.938,16,1.567,141,13.81,473,46.327,domestic
Ancash,Huari,Huachis,020805,020000,020800,95.238,20,21,243,11.842,48,2.339,63,3.07,270,13.158,677,32.992,domestic
Ancash,Huari,Huacchis,020806,020000,020800,100,9,9,53,8.604,27,4.383,10,1.623,68,11.039,239,38.799,domestic
Ancash,Huari,Huantar,020807,020000,020800,80,8,10,83,8.452,23,2.342,22,2.24,112,11.405,357,36.354,domestic
Ancash,Huari,Masin,020808,020000,020800,77.778,7,9,70,10.355,31,4.586,38,5.621,84,12.426,158,23.373,domestic
Ancash,Huari,Paucas,020809,020000,020800,77.778,7,9,86,13.333,7,1.085,9,1.395,81,12.558,216,33.488,domestic
Ancash,Huari,Ponto,020810,020000,020800,90.476,19,21,104,7.263,52,3.631,35,2.444,164,11.453,521,36.383,domestic
Ancash,Huari,Rahuapampa,020811,020000,020800,100,4,4,55,10.806,19,3.733,19,3.733,62,12.181,122,23.969,domestic
Ancash,Huari,Rapayan,020812,020000,020800,85.714,6,7,33,5.978,12,2.174,4,0.725,38,6.884,304,55.072,domestic
Ancash,Huari,San Marcos,020813,020000,020800,89.916,107,119,1369,9.886,536,3.871,815,5.885,2402,17.345,2557,18.465,domestic
Ancash,Huari,San Pedro de Chana,020814,020000,020800,93.333,14,15,140,11.155,49,3.904,14,1.116,177,14.104,640,50.996,domestic
Ancash,Huari,Uco,020815,020000,020800,71.429,5,7,68,13.412,42,8.284,15,2.959,75,14.793,92,18.146,domestic
Ancash,Huari,Anra,020816,020000,020800,81.818,9,11,122,17.968,17,2.504,6,0.884,121,17.82,199,29.308,domestic
Ancash,Mariscal Luzuriaga,Piscobamba,020901,020000,020900,100,8,8,60,5.671,21,1.985,20,1.89,110,10.397,425,40.17,domestic
Ancash,Mariscal Luzuriaga,Casca,020902,020000,020900,100,14,14,130,8.161,35,2.197,20,1.255,179,11.237,818,51.35,domestic
Ancash,Mariscal Luzuriaga,Lucma,020903,020000,020900,90,9,10,117,11.185,20,1.912,9,0.86,114,10.899,595,56.883,domestic
Ancash,Mariscal Luzuriaga,Fidel Olivas Escudero,020904,020000,020900,100,8,8,46,9.603,12,2.505,9,1.879,25,5.219,213,44.468,domestic
Ancash,Mariscal Luzuriaga,Llama,020905,020000,020900,100,5,5,50,11.236,14,3.146,13,2.921,32,7.191,144,32.36,domestic
Ancash,Mariscal Luzuriaga,Llumpa,020906,020000,020900,94.444,17,18,93,4.928,13,0.689,13,0.689,225,11.924,1098,58.188,domestic
Ancash,Mariscal Luzuriaga,Musga,020907,020000,020900,100,4,4,38,7.197,18,3.409,7,1.326,41,7.765,228,43.182,domestic
Ancash,Mariscal Luzuriaga,Eleazar Guzman Barron,020908,020000,020900,100,4,4,40,10.782,9,2.426,9,2.426,13,3.504,153,41.24,domestic
Ancash,Pallasca,Cabana,021001,020000,021000,71.429,5,7,99,15.184,35,5.368,11,1.687,52,7.975,91,13.957,domestic
Ancash,Pallasca,Bolognesi,021002,020000,021000,100,4,4,52,13.542,21,5.469,10,2.604,28,7.292,90,23.438,domestic
Ancash,Pallasca,Conchucos,021003,020000,021000,91.667,22,24,188,9.869,42,2.205,30,1.575,130,6.824,649,34.068,domestic
Ancash,Pallasca,Huacaschuque,021004,020000,021000,100,2,2,15,7.772,10,5.181,3,1.554,27,13.99,70,36.269,domestic
Ancash,Pallasca,Huandoval,021005,020000,021000,100,3,3,30,8.043,18,4.826,2,0.536,19,5.094,60,16.086,domestic
Ancash,Pallasca,Lacabamba,021006,020000,021000,100,2,2,23,11.917,10,5.181,1,0.518,9,4.663,66,34.197,domestic
Ancash,Pallasca,Llapo,021007,020000,021000,50,1,2,18,14.173,3,2.362,17,13.386,10,7.874,13,10.236,domestic
Ancash,Pallasca,Pallasca,021008,020000,021000,100,8,8,149,15.505,38,3.954,17,1.769,88,9.157,342,35.588,domestic
Ancash,Pallasca,Pampas,021009,020000,021000,83.333,10,12,80,7.813,58,5.664,32,3.125,154,15.039,419,40.918,domestic
Ancash,Pallasca,Santa Rosa,021010,020000,021000,100,4,4,106,24.883,26,6.103,12,2.817,34,7.981,69,16.197,domestic
Ancash,Pallasca,Tauca,021011,020000,021000,100,8,8,282,30.519,53,5.736,27,2.922,72,7.792,126,13.636,domestic
Ancash,Pomabamba,Pomabamba,021101,020000,021100,94.872,37,39,440,9.526,249,5.391,129,2.793,456,9.872,2075,44.923,domestic
Ancash,Pomabamba,Huayllan,021102,020000,021100,81.818,9,11,83,6.748,32,2.602,27,2.195,124,10.081,631,51.301,domestic
Ancash,Pomabamba,Parobamba,021103,020000,021100,95.238,20,21,292,20.448,62,4.342,10,0.7,80,5.602,590,41.317,domestic
Ancash,Pomabamba,Quinuabamba,021104,020000,021100,75,6,8,97,21.133,26,5.664,7,1.525,17,3.704,171,37.255,domestic
Ancash,Recuay,Recuay,021201,020000,021200,100,18,18,384,13.948,98,3.56,159,5.776,296,10.752,429,15.583,domestic
Ancash,Recuay,Cotaparaco,021202,020000,021200,100,3,3,74,23.197,9,2.821,12,3.762,60,18.809,24,7.524,domestic
Ancash,Recuay,Huayllapampa,021203,020000,021200,100,3,3,41,11.988,12,3.509,16,4.678,55,16.082,46,13.45,domestic
Ancash,Recuay,Marca,021204,020000,021200,100,5,5,97,17.018,33,5.789,25,4.386,87,15.263,55,9.649,domestic
Ancash,Recuay,Pampas Chico,021205,020000,021200,100,4,4,102,22.717,5,1.114,22,4.9,66,14.699,79,17.595,domestic
Ancash,Recuay,Pararin,021206,020000,021200,100,6,6,113,17.095,21,3.177,16,2.421,114,17.247,154,23.298,domestic
Ancash,Recuay,Tapacocha,021207,020000,021200,100,2,2,32,13.913,3,1.304,7,3.043,34,14.783,48,20.87,domestic
Ancash,Recuay,Ticapampa,021208,020000,021200,100,8,8,220,15.152,51,3.512,84,5.785,192,13.223,174,11.983,domestic
Ancash,Recuay,Llacllin,021209,020000,021200,100,5,5,67,11.986,12,2.147,14,2.504,98,17.531,128,22.898,domestic
Ancash,Recuay,Catac,021210,020000,021200,100,13,13,234,9.614,91,3.739,198,8.135,371,15.242,298,12.243,domestic
Ancash,Santa,Chimbote,021301,020000,021300,95.33,592,621,19925,18.549,8624,8.028,10180,9.477,8821,8.212,6117,5.695,domestic
Ancash,Santa,Caceres del Peru,021302,020000,021300,81.25,13,16,379,19.17,80,4.047,45,2.276,222,11.229,413,20.89,domestic
Ancash,Santa,Macate,021303,020000,021300,100,13,13,454,30.247,150,9.993,23,1.532,144,9.594,288,19.187,domestic
Ancash,Santa,Moro,021304,020000,021300,88,22,25,1552,40.343,136,3.535,136,3.535,370,9.618,452,11.749,domestic
Ancash,Santa,Nepeña,021305,020000,021300,90.244,37,41,909,13.764,467,7.071,268,4.058,947,14.34,1220,18.474,domestic
Ancash,Santa,Samanco,021306,020000,021300,92.857,13,14,615,25.246,155,6.363,292,11.987,223,9.154,189,7.759,domestic
Ancash,Santa,Santa,021307,020000,021300,87.64,78,89,3073,22.758,624,4.621,820,6.073,1474,10.916,1476,10.931,domestic
